Row Type,Action,Status,Sync errors,From,To,Device segment,Engine,Account,Campaign,Ad group,Keyword,Match type,Engine status,Clicks,Impr,Cost,CTR,Avg CPC,Avg pos
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,Parks lands,hike lands,Exact,ELIGIBLE,1,2,0.95,0.5,0.95,1
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hikeHikingTripes com,Broad,ELIGIBLE,1,3,1.25,0.3333,1.25,1.33
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hike land hikings com,Exact,ELIGIBLE,1,1,0.8,1,0.8,1
keyword,edit,Active,,7/18/2014,7/18/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hike land hikings com,Exact,ELIGIBLE,1,2,1.49,0.5,1.49,1.5
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hikeHikingTripe com,Exact,ELIGIBLE,2,3,2.27,0.6667,1.14,1
keyword,edit,Active,,7/15/2014,7/15/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hikeHikingTripe com,Exact,ELIGIBLE,1,1,1.62,1,1.62,1
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hikeHikingTripe com,Exact,ELIGIBLE,3,5,4.83,0.6,1.61,1
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hikeHikingTripe com,Exact,ELIGIBLE,3,4,3.51,0.75,1.17,1
keyword,edit,Active,,7/18/2014,7/18/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hikeHikingTripe com,Exact,ELIGIBLE,2,3,1.62,0.6667,0.81,1
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hikeHikingTripe com,Exact,ELIGIBLE,2,2,2.11,1,1.06,1
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hikeHikingTripe com,Exact,ELIGIBLE,2,1,1.4,2,0.7,1
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hikeHikingTripe com,Exact,ELIGIBLE,2,3,1.47,0.6667,0.74,2.67
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,http www hikeHikingTripes com,Exact,ELIGIBLE,1,1,1.74,1,1.74,1
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hike land hikings,Exact,ELIGIBLE,1,1,5.11,1,5.11,1
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hike land hikings,Exact,ELIGIBLE,1,1,0.81,1,0.81,1
keyword,edit,Active,,7/20/2014,7/20/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hike land hikings,Exact,ELIGIBLE,1,1,3.92,1,3.92,1
keyword,edit,Active,,7/15/2014,7/15/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hike land hikings,Broad,ELIGIBLE,1,15,2.46,0.0667,2.46,1.87
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hike land hikings,Broad,ELIGIBLE,10,32,20.38,0.3125,2.04,1.78
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hike land hikings,Broad,ELIGIBLE,1,25,0.45,0.04,0.45,1.44
keyword,edit,Active,,7/17/2014,7/17/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hike land hikings,Broad,ELIGIBLE,1,13,0.82,0.0769,0.82,1.54
keyword,edit,Active,,7/18/2014,7/18/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hike land hikings,Broad,ELIGIBLE,3,23,1.95,0.1304,0.65,1.91
keyword,edit,Active,,7/18/2014,7/18/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hike land hikings,Broad,ELIGIBLE,1,8,1.18,0.125,1.18,1.12
keyword,edit,Active,,7/18/2014,7/18/2014,Mobile,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hike land hikings,Broad,ELIGIBLE,1,3,1.55,0.3333,1.55,1
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hike land hikings,Broad,ELIGIBLE,2,18,1.11,0.1111,0.56,1.67
keyword,edit,Active,,7/19/2014,7/19/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hike land hikings,Broad,ELIGIBLE,1,12,2.02,0.0833,2.02,1.33
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hike land hikings com,Broad,ELIGIBLE,1,2,0.31,0.5,0.31,3.5
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,hikeland hikings com,Phrase,ELIGIBLE,1,2,5.1,0.5,5.1,1
keyword,edit,Active,,7/19/2014,7/19/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com,www hikeHikingTripes,Phrase,ELIGIBLE,1,1,1.98,1,1.98,1
keyword,edit,Active,,7/15/2014,7/15/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hikes com,Exact,ELIGIBLE,2,3,3.8,0.6667,1.9,1
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hikes com,Exact,ELIGIBLE,2,14,3.12,0.1429,1.56,1
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hikes com,Exact,ELIGIBLE,1,9,3.75,0.1111,3.75,1.22
keyword,edit,Active,,7/20/2014,7/20/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hikes com,Exact,ELIGIBLE,1,3,2.22,0.3333,2.22,1
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hikeHikingTripes com,Broad,ELIGIBLE,1,2,1,0.5,1,2
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hikehikings com,Broad,ELIGIBLE,1,1,0.87,1,0.87,1
keyword,edit,Active,,7/20/2014,7/20/2014,Mobile,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hikehikings com,Broad,ELIGIBLE,1,3,4.94,0.3333,4.94,1.33
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hikehiking com,Broad,ELIGIBLE,1,1,0.9,1,0.9,1
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hikehiking com,Broad,ELIGIBLE,1,1,0.9,1,0.9,1
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hikeHikingTripe com,Exact,ELIGIBLE,1,2,0.53,0.5,0.53,1.5
keyword,edit,Active,,7/16/2014,7/16/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hikeHikingTripe com,Exact,ELIGIBLE,1,2,0.69,0.5,0.69,1
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hikehiking com,Exact,ELIGIBLE,1,1,3.44,1,3.44,1
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hikehiking com,Exact,ELIGIBLE,1,1,1.76,1,1.76,1
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hike,Phrase,ELIGIBLE,1,7,0.73,0.1429,0.73,1
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hike,Phrase,ELIGIBLE,1,13,1.05,0.0769,1.05,1.92
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hike,Phrase,ELIGIBLE,1,5,0.88,0.2,0.88,1.2
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hike,Phrase,ELIGIBLE,1,10,0.36,0.1,0.36,1
keyword,edit,Active,,7/20/2014,7/20/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hike,Phrase,ELIGIBLE,1,3,1.46,0.3333,1.46,1
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hike,Phrase,ELIGIBLE,3,12,1.64,0.25,0.55,1.25
keyword,edit,Active,,7/15/2014,7/15/2014,Mobile,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike com,Phrase,CRITERION_BELOW_FIRST_PAGE_BID,1,6,2.03,0.1667,2.03,1
keyword,edit,Active,,7/16/2014,7/16/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike com,Phrase,CRITERION_BELOW_FIRST_PAGE_BID,1,2,5.18,0.5,5.18,1
keyword,edit,Active,,7/16/2014,7/16/2014,Mobile,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike com,Phrase,CRITERION_BELOW_FIRST_PAGE_BID,1,3,11.77,0.3333,11.77,1
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Broad,ELIGIBLE,3,71,6.57,0.0423,2.19,2.35
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Broad,ELIGIBLE,4,127,9.07,0.0315,2.27,1.82
keyword,edit,Active,,7/17/2014,7/17/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Broad,ELIGIBLE,1,45,0.36,0.0222,0.36,1.82
keyword,edit,Active,,7/17/2014,7/17/2014,Mobile,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Broad,ELIGIBLE,1,34,0.9,0.0294,0.9,1.21
keyword,edit,Active,,7/18/2014,7/18/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Broad,ELIGIBLE,2,58,4.95,0.0345,2.48,2.28
keyword,edit,Active,,7/18/2014,7/18/2014,Mobile,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Broad,ELIGIBLE,1,14,2.85,0.0714,2.85,1.21
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Broad,ELIGIBLE,2,66,3.91,0.0303,1.96,2.85
keyword,edit,Active,,7/19/2014,7/19/2014,Mobile,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Broad,ELIGIBLE,2,21,5.53,0.0952,2.76,1.14
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Broad,ELIGIBLE,1,27,1.3,0.037,1.3,3.67
keyword,edit,Active,,7/21/2014,7/21/2014,Mobile,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Broad,ELIGIBLE,1,6,0.8,0.1667,0.8,1.83
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hikeland com,Exact,ELIGIBLE,1,1,1.72,1,1.72,1
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Phrase,ELIGIBLE,1,1,2.64,1,2.64,1
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike land hiking com,Phrase,ELIGIBLE,1,1,1.46,1,1.46,1
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Exact,ELIGIBLE,2,2,2.96,1,1.48,1
keyword,edit,Active,,7/15/2014,7/15/2014,Mobile,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Exact,ELIGIBLE,1,1,0.62,1,0.62,1
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Exact,ELIGIBLE,1,1,1.36,1,1.36,1
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Exact,ELIGIBLE,2,4,2.37,0.5,1.18,1
keyword,edit,Active,,7/17/2014,7/17/2014,Mobile,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Exact,ELIGIBLE,1,1,3.03,1,3.03,1
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Exact,ELIGIBLE,1,2,1.42,0.5,1.42,1
keyword,edit,Active,,7/20/2014,7/20/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Exact,ELIGIBLE,3,4,7.87,0.75,2.62,1
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Exact,ELIGIBLE,2,3,1.86,0.6667,0.93,1
keyword,edit,Active,,7/21/2014,7/21/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Exact,ELIGIBLE,1,1,1.69,1,1.69,1
keyword,edit,Active,,7/21/2014,7/21/2014,Mobile,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike hikings com,Exact,ELIGIBLE,1,1,2.54,1,2.54,1
keyword,edit,Active,,7/21/2014,7/21/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike land hiking com,Exact,ELIGIBLE,1,1,0.8,1,0.8,2
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hikeHikingTripe com,Broad,ELIGIBLE,1,2,2.69,0.5,2.69,1
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike com,Exact,ELIGIBLE,3,28,3.13,0.1071,1.04,1
keyword,edit,Active,,7/15/2014,7/15/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike com,Exact,ELIGIBLE,1,6,3.73,0.1667,3.73,1
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike com,Exact,ELIGIBLE,8,31,8.98,0.2581,1.12,1.1
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike com,Exact,ELIGIBLE,7,25,13.39,0.28,1.91,1
keyword,edit,Active,,7/17/2014,7/17/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike com,Exact,ELIGIBLE,1,3,0.65,0.3333,0.65,1
keyword,edit,Active,,7/17/2014,7/17/2014,Mobile,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike com,Exact,ELIGIBLE,1,5,0.63,0.2,0.63,1
keyword,edit,Active,,7/18/2014,7/18/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike com,Exact,ELIGIBLE,5,20,5.68,0.25,1.14,1
keyword,edit,Active,,7/18/2014,7/18/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike com,Exact,ELIGIBLE,3,4,9.79,0.75,3.26,1
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike com,Exact,ELIGIBLE,2,8,2.24,0.25,1.12,1
keyword,edit,Active,,7/19/2014,7/19/2014,Mobile,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike com,Exact,ELIGIBLE,1,4,0.39,0.25,0.39,1
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike com,Exact,ELIGIBLE,3,17,2.06,0.1765,0.69,1.12
keyword,edit,Active,,7/20/2014,7/20/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike com,Exact,ELIGIBLE,2,10,3.59,0.2,1.8,1
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike com,Exact,ELIGIBLE,5,26,9.16,0.1923,1.83,1
keyword,edit,Active,,7/21/2014,7/21/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hike com,Exact,ELIGIBLE,2,9,3.63,0.2222,1.82,1
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,hikehikings com,Broad,ELIGIBLE,2,2,1.08,1,0.54,1
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hike hikings,Phrase,ELIGIBLE,1,1,2.28,1,2.28,1
keyword,edit,Active,,7/16/2014,7/16/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hike hikings,Phrase,ELIGIBLE,1,1,1.2,1,1.2,1
keyword,edit,Active,,7/18/2014,7/18/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hike hikings,Phrase,ELIGIBLE,1,2,0.96,0.5,0.96,1
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hike hikings,Phrase,ELIGIBLE,1,1,0.88,1,0.88,1
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hike hikings,Phrase,ELIGIBLE,2,2,1.59,1,0.8,1
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hike com,Exact,ELIGIBLE,2,4,1.59,0.5,0.8,1
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hike com,Exact,ELIGIBLE,1,6,0.5,0.1667,0.5,1
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hike com,Exact,ELIGIBLE,1,3,1.14,0.3333,1.14,1
keyword,edit,Active,,7/18/2014,7/18/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hike com,Exact,ELIGIBLE,1,4,0.74,0.25,0.74,1
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hike com,Exact,ELIGIBLE,2,6,3.26,0.3333,1.63,1
keyword,edit,Active,,7/18/2014,7/18/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hikehikings,Exact,ELIGIBLE,1,1,3.98,1,3.98,1
keyword,edit,Active,,7/20/2014,7/20/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hikehikings,Exact,ELIGIBLE,1,1,1.81,1,1.81,1
keyword,edit,Active,,7/17/2014,7/17/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hike hikings com,Exact,ELIGIBLE,1,1,3.61,1,3.61,1
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hikehikings,Broad,ELIGIBLE,1,1,2.45,1,2.45,2
keyword,edit,Active,,7/17/2014,7/17/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,ParksHikingTripes.com - Misspellings,www hikehikings,Broad,ELIGIBLE,1,1,1.75,1,1.75,1
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,minesotta Trips,minesotta hikings,Exact,ELIGIBLE,1,1,2.33,1,2.33,1
keyword,edit,Active,,7/18/2014,7/18/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,minesotta Trips,minesotta hikings,Exact,ELIGIBLE,1,4,1.65,0.25,1.65,1
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,minesotta com,Phrase,ELIGIBLE,3,14,5.77,0.2143,1.92,1.07
keyword,edit,Active,,7/15/2014,7/15/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,minesotta com,Phrase,ELIGIBLE,1,1,2.82,1,2.82,1
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,minesotta com,Phrase,ELIGIBLE,4,14,5.22,0.2857,1.3,1
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,minesotta com,Phrase,ELIGIBLE,1,13,1.72,0.0769,1.72,1
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,minesotta com,Phrase,ELIGIBLE,1,11,0.96,0.0909,0.96,1
keyword,edit,Active,,7/19/2014,7/19/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,minesotta com,Phrase,ELIGIBLE,1,1,1.49,1,1.49,1
keyword,edit,Active,,7/19/2014,7/19/2014,Mobile,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,minesotta com,Phrase,ELIGIBLE,1,1,1.12,1,1.12,1
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,minesotta com,Phrase,ELIGIBLE,3,10,4.18,0.3,1.39,1
keyword,edit,Active,,7/20/2014,7/20/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,minesotta com,Phrase,ELIGIBLE,2,5,6.33,0.4,3.16,1
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,minesotta com,Phrase,ELIGIBLE,3,5,7.45,0.6,2.48,1.2
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,www minesotta com,Exact,ELIGIBLE,4,5,3.43,0.8,0.86,1
keyword,edit,Active,,7/15/2014,7/15/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,www minesotta com,Exact,ELIGIBLE,2,1,1.4,2,0.7,1
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,www minesotta com,Exact,ELIGIBLE,2,3,2.12,0.6667,1.06,1
keyword,edit,Active,,7/16/2014,7/16/2014,Mobile,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,www minesotta com,Exact,ELIGIBLE,1,2,4.52,0.5,4.52,1
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,www minesotta com,Exact,ELIGIBLE,2,9,3,0.2222,1.5,1
keyword,edit,Active,,7/18/2014,7/18/2014,Mobile,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,www minesotta com,Exact,ELIGIBLE,2,2,1.35,1,0.68,1
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,www minesotta com,Exact,ELIGIBLE,1,6,0.99,0.1667,0.99,1
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,www minesotta com,Exact,ELIGIBLE,3,6,2.9,0.5,0.97,1.33
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,www minesotta com,Exact,ELIGIBLE,2,5,2.54,0.4,1.27,1
keyword,edit,Active,,7/21/2014,7/21/2014,Tablet,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,www minesotta com,Exact,ELIGIBLE,7,6,9.43,1.1667,1.35,1
keyword,edit,Active,,7/21/2014,7/21/2014,Mobile,Google AdWords,Company A - Google,Brand|Search|USA,minesotta.com - Misspellings,www minesotta com,Exact,ELIGIBLE,1,1,1,1,1,1
